Cod. Sede;Cod. Scuola;Grado Scolastico;Cod. MIUR;Denominazione1;Denominazione2;Indirizzo;Frazione;Comune;Provincia;Tipo Unit… Scolastica;Sezione Scolastica;Tipo Insegnamento;Specializzazione;Codice Specializzazione;Anno di Corso;Classi;Maschi;Femmine
096004A027;0960044006;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;VIA FRATELLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;"PROGETTO SPERIMENTALE ""ABACUS"" INFORMATICA";222PP03;V anno;1;13;0
096004A027;0960044006;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;VIA FRATELLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SISTEMA MODA - BIENNIO;2TCMODNN;I anno;1;1;21
096004A027;0960044006;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;VIA FRATELLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SISTEMA MODA - BIENNIO;2TCMODNN;II anno;1;7;12
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;CHIMICA, MATERIALI E BIOTECNOLOGIE - ART. BIOTECNOLOGIE AMBIENTALI;2TCCHM02;III anno;1;9;4
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;CHIMICA, MATERIALI E BIOTECNOLOGIE - ART. BIOTECNOLOGIE SANITARIE;2TCCHM03;III anno;3;35;44
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Ambiente Indirizzo Chimico;222AA01;IV anno;1;15;10
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Ambiente Indirizzo Chimico;222AA01;V anno;2;21;5
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Salute Indirizzo Dirigente di Comunit…;222AA02;IV anno;3;22;37
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Salute Indirizzo Dirigente di Comunit…;222AA02;V anno;3;18;42
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Tecnologico, Industria e terziario avanzato - Triennio Area sistema moda - Indirizzo tessile;222AA09;IV anno;1;12;11
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Tecnologico, Industria e terziario avanzato - Triennio Area sistema moda - Indirizzo tessile;222AA09;V anno;2;9;19
096004A027;0960044016;Scuola secondaria di II grado;BITF01000Q;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA;CORSO G. PELLA, 4;;BIELLA;BIELLA;Succursale;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SISTEMA MODA - ART. TESSILE, ABBIGLIAMENTO E MODA;2TCMOD01;III anno;1;5;15
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Salute Indirizzo Dirigente di Comunit…;222AA02;III anno;1;5;9
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Salute Indirizzo Dirigente di Comunit…;222AA02;IV anno;1;2;10
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;PROG.AUT. Ambiente e Salute - Triennio Salute Indirizzo Dirigente di Comunit…;222AA02;V anno;1;6;3
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO-BIENNIO;222SN00;II anno;1;12;12
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO CHIMICO;222SZ09;III anno;0;2;4
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO CHIMICO;222SZ09;IV anno;0;6;0
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO INFORMATICA;222SZ01;III anno;1;8;1
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO INFORMATICA;222SZ01;IV anno;1;3;2
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO INFORMATICA;222SZ01;V anno;1;9;0
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO MECCANICA;222SZ06;III anno;0;8;0
096004A027;0960044026;Scuola secondaria di II grado;BITF010505;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;QUINTINO SELLA ;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Sede centrale;SERALE;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;SIRIO - INDIRIZZO MECCANICA;222SZ06;V anno;0;8;0
096004A027;0960044036;Scuola secondaria di II grado;BITF010505;I.T. COMMERCIALE / I.T. SETT ECONOMICO;QUINTINO SELLA;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;SERALE;I.T. COMMERCIALE / I.T. SETT ECONOMICO;AMMINISTRAZIONE, FINANZA E MARKETING - BIENNIO;2ECAFMN1;II anno;1;2;4
096004A027;0960044036;Scuola secondaria di II grado;BITF010505;I.T. COMMERCIALE / I.T. SETT ECONOMICO;QUINTINO SELLA;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;SERALE;I.T. COMMERCIALE / I.T. SETT ECONOMICO;SIRIO-INDIRIZZO AMMINISTRATIVO;224SP02;III anno;1;2;4
096004A027;0960044036;Scuola secondaria di II grado;BITF010505;I.T. COMMERCIALE / I.T. SETT ECONOMICO;QUINTINO SELLA;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;SERALE;I.T. COMMERCIALE / I.T. SETT ECONOMICO;SIRIO-INDIRIZZO AMMINISTRATIVO;224SP02;IV anno;1;3;6
096004A027;0960044036;Scuola secondaria di II grado;BITF010505;I.T. COMMERCIALE / I.T. SETT ECONOMICO;QUINTINO SELLA;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;SERALE;I.T. COMMERCIALE / I.T. SETT ECONOMICO;SIRIO-INDIRIZZO AMMINISTRATIVO;224SP02;V anno;1;3;7
096004A027;0960044037;Scuola secondaria di II grado;BITF010505;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;QUINTINO SELLA;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;SERALE;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;PROGETTO SIRIO SERALE;225SP01;IV anno;1;5;4
096004A027;0960044037;Scuola secondaria di II grado;BITF010505;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;QUINTINO SELLA;VIA F.LLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;SERALE;I.T. GEOMETRI / I.T. SETT. TECNOLOGICO;PROGETTO SIRIO SERALE;225SP01;V anno;1;10;1
096004A027;0960044042;Scuola secondaria di II grado;BITF01000Q;LICEO SCIENTIFICO;QUINTINO SELLA;VIA FRATELLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;I anno;6;91;63
096004A027;0960044042;Scuola secondaria di II grado;BITF01000Q;LICEO SCIENTIFICO;QUINTINO SELLA;VIA FRATELLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;II anno;6;82;56
096004A027;0960044042;Scuola secondaria di II grado;BITF01000Q;LICEO SCIENTIFICO;QUINTINO SELLA;VIA FRATELLI ROSSELLI 2;;BIELLA;BIELLA;Scuola coordinata;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;III anno;4;59;46
096020A031;0960204001;Scuola secondaria di II grado;BIPS00401B;LICEO SCIENTIFICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;I anno;2;20;18
096020A031;0960204001;Scuola secondaria di II grado;BIPS00401B;LICEO SCIENTIFICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;II anno;2;27;24
096020A031;0960204001;Scuola secondaria di II grado;BIPS00401B;LICEO SCIENTIFICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Sede centrale;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-TRADIZIONALE;4LLSCI00;III anno;2;18;19
096020A031;0960204001;Scuola secondaria di II grado;BIPS00401B;LICEO SCIENTIFICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Sede centrale;DIURNA;LICEO SCIENTIFICO;P.N.I. (MINISPERIMENTAZIONE);441MM02;IV anno;2;22;21
096020A031;0960204001;Scuola secondaria di II grado;BIPS00401B;LICEO SCIENTIFICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Sede centrale;DIURNA;LICEO SCIENTIFICO;P.N.I. (MINISPERIMENTAZIONE);441MM02;V anno;2;17;22
096020A031;0960204003;Scuola secondaria di II grado;BIPS00401B;LICEO LINGUISTICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Scuola coordinata;DIURNA;LICEO LINGUISTICO;BROCCA- LINGUISTICO;443BB03;IV anno;1;0;21
096020A031;0960204003;Scuola secondaria di II grado;BIPS00401B;LICEO LINGUISTICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Scuola coordinata;DIURNA;LICEO LINGUISTICO;BROCCA- LINGUISTICO;443BB03;V anno;1;3;22
096020A031;0960204003;Scuola secondaria di II grado;BIPS00401B;LICEO LINGUISTICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;I anno;2;8;37
096020A031;0960204003;Scuola secondaria di II grado;BIPS00401B;LICEO LINGUISTICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;II anno;2;6;35
096020A031;0960204003;Scuola secondaria di II grado;BIPS00401B;LICEO LINGUISTICO;.;VIA MARTIRI DELLA LIBERTA' 389;;COSSATO;BIELLA;Scuola coordinata;DIURNA;LICEO LINGUISTICO;LICEO LINGUISTICO;4LLLNG00;III anno;1;6;16
096020A031;0960204004;Scuola secondaria di II grado;BIPS00401B;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;A. AVOGADRO;VIA MARTIRI DELLA LIBERTA' 389;PICCHETTA ;COSSATO;BIELLA;Scuola coordinata;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-TRADIZIONALE;4LLSUS00;I anno;1;4;19
096020A031;0960204004;Scuola secondaria di II grado;BIPS00401B;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;A. AVOGADRO;VIA MARTIRI DELLA LIBERTA' 389;PICCHETTA ;COSSATO;BIELLA;Scuola coordinata;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-TRADIZIONALE;4LLSUS00;II anno;1;1;19
096020A031;0960204004;Scuola secondaria di II grado;BIPS00401B;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;A. AVOGADRO;VIA MARTIRI DELLA LIBERTA' 389;PICCHETTA ;COSSATO;BIELLA;Scuola coordinata;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-TRADIZIONALE;4LLSUS00;III anno;1;0;19
096020A031;0960734001;Scuola secondaria di II grado;BITF00401D;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;.;FRAZIONE MOLINA;;VALLE MOSSO;BIELLA;Sezione aggregata o associata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;BROCCA- SCIENTIFICO TECNOLOGICO;222BB04;IV anno;1;9;10
096020A031;0960734001;Scuola secondaria di II grado;BITF00401D;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;.;FRAZIONE MOLINA;;VALLE MOSSO;BIELLA;Sezione aggregata o associata;DIURNA;I.T. INDUSTRIALE / I.T. SETT TECNOLOGICO;BROCCA- SCIENTIFICO TECNOLOGICO;222BB04;V anno;2;18;15
096020A031;0960734002;Scuola secondaria di II grado;BITF00401D;LICEO SCIENTIFICO;.;FRAZIONE MOLINA;;VALLE MOSSO;BIELLA;Scuola coordinata;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;I anno;2;30;10
096020A031;0960734002;Scuola secondaria di II grado;BITF00401D;LICEO SCIENTIFICO;.;FRAZIONE MOLINA;;VALLE MOSSO;BIELLA;Scuola coordinata;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;II anno;1;21;6
096020A031;0960734002;Scuola secondaria di II grado;BITF00401D;LICEO SCIENTIFICO;.;FRAZIONE MOLINA;;VALLE MOSSO;BIELLA;Scuola coordinata;DIURNA;LICEO SCIENTIFICO;LICEO SCIENTIFICO-OPZIONE SCIENZE APPLICATE;4LLSCI01;III anno;1;15;11
096070A030;0960044047;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA C/O IPSIA FERRARIS;CORSO PELLA 12A;;BIELLA;BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;II anno;2;27;16
096070A030;0960164001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA GERSEN 16;;CAVAGLIA';BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;I anno;4;46;51
096070A030;0960164001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA GERSEN 16;;CAVAGLIA';BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;II anno;3;32;25
096070A030;0960164001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA GERSEN 16;;CAVAGLIA';BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - CUCINA;115QQ01;III anno;2;27;13
096070A030;0960164001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA GERSEN 16;;CAVAGLIA';BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - SALA BAR;115QQ02;III anno;1;7;11
096070A030;0960164001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA GERSEN 16;;CAVAGLIA';BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;IV anno;3;31;34
096070A030;0960164001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA GERSEN 16;;CAVAGLIA';BIELLA;Sezione aggregata o associata;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;V anno;2;24;31
096070A030;0960704001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA ZEGNA 59;;TRIVERO;BIELLA;Sede centrale;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;I anno;2;32;21
096070A030;0960704001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA ZEGNA 59;;TRIVERO;BIELLA;Sede centrale;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;ENOGASTRONOMIA E OSPITALITA'ALBERGHIERA - BIENNIO;1SRALBN1;II anno;3;19;34
096070A030;0960704001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA ZEGNA 59;;TRIVERO;BIELLA;Sede centrale;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - CUCINA;115QQ01;III anno;2;20;12
096070A030;0960704001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA ZEGNA 59;;TRIVERO;BIELLA;Sede centrale;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;OPERATORE SERVIZI DI RISTORAZIONE - SALA BAR;115QQ02;III anno;1;11;14
096070A030;0960704001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA ZEGNA 59;;TRIVERO;BIELLA;Sede centrale;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;IV anno;2;24;15
096070A030;0960704001;Scuola secondaria di II grado;BIRH01000B;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;E. ZEGNA;VIA ZEGNA 59;;TRIVERO;BIELLA;Sede centrale;DIURNA;I. P. SERVIZI ALBERGHIERI / I.P. SETT SERVIZI;TECNICO DEI SERVIZI DELLA RISTORAZIONE;115ZZ01;V anno;3;19;33
103006A001;1030264001;Scuola secondaria di II grado;VBRA01000N;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SILVIO FOBELLI;VIA ROMA 9;;CRODO;VERBANO-CUSIO-OSSOLA;Sezione aggregata o associata;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;AGROTECNICO;111ZZ01;IV anno;1;14;5
103006A001;1030264001;Scuola secondaria di II grado;VBRA01000N;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SILVIO FOBELLI;VIA ROMA 9;;CRODO;VERBANO-CUSIO-OSSOLA;Sezione aggregata o associata;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;AGROTECNICO;111ZZ01;V anno;1;13;5
103006A001;1030264001;Scuola secondaria di II grado;VBRA01000N;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SILVIO FOBELLI;VIA ROMA 9;;CRODO;VERBANO-CUSIO-OSSOLA;Sezione aggregata o associata;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;PROGETTO 2002 - OPERATORE AGRICOLO ;111PQ01;III anno;2;31;6
103006A001;1030264001;Scuola secondaria di II grado;VBRA01000N;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SILVIO FOBELLI;VIA ROMA 9;;CRODO;VERBANO-CUSIO-OSSOLA;Sezione aggregata o associata;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE - BIENNIO;1SRAGRNN;I anno;2;22;6
103006A001;1030264001;Scuola secondaria di II grado;VBRA01000N;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SILVIO FOBELLI;VIA ROMA 9;;CRODO;VERBANO-CUSIO-OSSOLA;Sezione aggregata o associata;DIURNA;I. P. AGRICOLTURA E AMBIENTE / I.P. SETT SERVIZI;SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE - BIENNIO;1SRAGRNN;II anno;2;25;0
1030284008;1030284008;Scuola secondaria di II grado;VBPM03500D;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;ANTONIO ROSMINI;VIA MATTARELLA 5;;DOMODOSSOLA;VERBANO-CUSIO-OSSOLA;Sede centrale;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-OPZ. ECONOMICO SOCIALE;4LLSUS01;I anno;1;8;9
1030284008;1030284008;Scuola secondaria di II grado;VBPM03500D;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;ANTONIO ROSMINI;VIA MATTARELLA 5;;DOMODOSSOLA;VERBANO-CUSIO-OSSOLA;Sede centrale;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-OPZ. ECONOMICO SOCIALE;4LLSUS01;II anno;1;14;1
1030284008;1030284008;Scuola secondaria di II grado;VBPM03500D;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;ANTONIO ROSMINI;VIA MATTARELLA 5;;DOMODOSSOLA;VERBANO-CUSIO-OSSOLA;Sede centrale;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-OPZ. ECONOMICO SOCIALE;4LLSUS01;III anno;1;7;7
1030284008;1030284008;Scuola secondaria di II grado;VBPM03500D;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;ANTONIO ROSMINI;VIA MATTARELLA 5;;DOMODOSSOLA;VERBANO-CUSIO-OSSOLA;Sede centrale;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-TRADIZIONALE;4LLSUS00;I anno;1;1;11
1030284008;1030284008;Scuola secondaria di II grado;VBPM03500D;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;ANTONIO ROSMINI;VIA MATTARELLA 5;;DOMODOSSOLA;VERBANO-CUSIO-OSSOLA;Sede centrale;DIURNA;EX IST. E SC. MAGISTR / LICEO SCIENZE UMANE;LICEO DELLE SCIENZE UMANE-TRADIZIONALE;4LLSUS00;II anno;1;2;11
